papercode,bookname,chapter,quizefile,displayfield
PC13,Accountancy,Fundamentals,pc13_acct_ch01,Accountancy: Fundamentals
PC13,Accountancy,Acct. Process,pc13_acct_ch02,Accountancy: Acct. Process
PC13,Accountancy,Depreciation,pc13_acct_ch03,Accountancy: Depreciation
PC13,Accountancy,Bill of Exchange,pc13_acct_ch04,Accountancy: Bill of Exchange
PC13,Accountancy,Fin. Statements,pc13_acct_ch05,Accountancy: Fin. Statements
