papercode,bookname,chapter,quizefile,displayfield
PC14,Accountancy,Fundamentals,pc13_acct_ch01,Accountancy: Fundamentals
PC14,Accountancy,Acct. Process,pc13_acct_ch02,Accountancy: Acct. Process
PC14,Accountancy,Depreciation,pc13_acct_ch03,Accountancy: Depreciation
PC14,Accountancy,Fin. Statements,pc13_acct_ch05,Accountancy: Fin. Statements
